action,align_mode,ask,bid,bos,bos_strength,breakevens,delta,dte,dtf_dir,entry,entry_model,expiry,greeks_conf,greeks_max_lots,htf_align,htf_dir,is_live,iv,iv_pct,iv_samples,kite_symbol,legs_json,lot_size,ltf_dir,ltp,margin_est,max_loss,max_lots,max_profit,mid,mkt_bias,mkt_risk_off,mkt_strength,net_premium,notes,pass_caps,quote_ts,reason,regime,regime_conf,right,risk_lots,score,sent_mult,session,side,signal_strength,sl,spot_symbol,spread_pct,strategy_type,strike,target,theta_day,time_stop_min,tradingsymbol,ts_signal,underlying,vega_1pct
BUY_PE,hard,56.85,55.35,NONE,0.0,,-0.8919895112610855,0,,56.85,ask,2026-02-24,high,0,True,DOWN,False,1.9872671430740358,0.5,2,NFO:ADANIGREEN26FEB1020PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1020,""tradingsymbol"":""ADANIGREEN26FEB1020PE"",""instrument_token"":15104514,""bid"":55.35,""ask"":56.85,""mid"":56.1,""ltp"":56.1,""oi"":53400.0,""volume"":60600.0,""spread_pct"":0.026737967914438502,""price_used"":56.85,""tag"":""long"",""iv"":1.9872671430740358,""delta"":-0.8919895112610855,""gamma"":0.0044482316882516835,""vega_1pct"":0.03896199408311818,""theta_day"":-22.305077993882247,""greeks_conf"":""high""}]",600,DOWN,56.1,34110.0,56.85,0,,56.1,BEARISH,True,0.6875,56.85,adx=16.5 | ivp=0.50 | dte=0 | spr=0.027 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,TREND,0.829445165073893,PE,0,-0.9826075762065555,1.136625,MID,SHORT,0.9826075762065555,28.425,NSE:ADANIGREEN,0.026737967914438502,BUY_PE,1020,102.33,-22.305077993882247,90,ADANIGREEN26FEB1020PE,None,ADANIGREEN,0.03896199408311818
BUY_CE,hard,32.88,32.43,NONE,0.0,,1.0,0,,32.88,ask,2026-02-24,low,0,True,UP,True,0.5,1.0,2,NFO:BANDHANBNK26FEB145CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":145,""tradingsymbol"":""BANDHANBNK26FEB145CE"",""instrument_token"":19932418,""bid"":32.43,""ask"":32.88,""mid"":32.655,""ltp"":32.655,""oi"":529200.0,""volume"":21600.0,""spread_pct"":0.01378043178686274,""price_used"":32.88,""tag"":""long"",""iv"":0.5,""delta"":1.0,""gamma"":1.7490263684785506e-77,""vega_1pct"":1.3016235539894408e-78,""theta_day"":-0.023834942048208876,""greeks_conf"":""low""}]",3600,UP,32.655,118368.00000000001,32.88,0,,32.655,BEARISH,True,0.6875,32.88,adx=26.2 | ivp=1.00 | dte=0 | spr=0.014 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.792853978339269,0.8195,MID,LONG,0.792853978339269,16.44,NSE:BANDHANBNK,0.01378043178686274,BUY_CE,145,59.184000000000005,-0.023834942048208876,90,BANDHANBNK26FEB145CE,None,BANDHANBNK,1.3016235539894408e-78
BUY_CE,hard,8.55,8.3,NONE,0.0,,0.9089147654105225,0,,8.55,ask,2026-02-24,high,0,True,UP,True,0.9181221542663576,1.0,2,NFO:BANKBARODA26FEB305CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":305,""tradingsymbol"":""BANKBARODA26FEB305CE"",""instrument_token"":20000002,""bid"":8.3,""ask"":8.55,""mid"":8.425,""ltp"":8.425,""oi"":704925.0,""volume"":988650.0,""spread_pct"":0.029673590504451036,""price_used"":8.55,""tag"":""long"",""iv"":0.9181221542663576,""delta"":0.9089147654105225,""gamma"":0.026243403375498565,""vega_1pct"":0.011141152089605985,""theta_day"":-3.0170899881054325,""greeks_conf"":""high""}]",2925,UP,8.425,25008.750000000004,8.55,0,,8.425,BEARISH,True,0.6875,8.55,adx=23.3 | ivp=1.00 | dte=0 | spr=0.030 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.8996026962883509,0.8195,MID,LONG,0.8996026962883509,4.275,NSE:BANKBARODA,0.029673590504451036,BUY_CE,305,15.390000000000002,-3.0170899881054325,90,BANKBARODA26FEB305CE,None,BANKBARODA,0.011141152089605985
BUY_CE,hard,10.29,10.02,BOS_UP,0.20556414219474345,,0.9999999931402102,0,,10.29,ask,2026-02-24,low,0,True,UP,True,0.5,1.0,2,NFO:BANKINDIA26FEB167CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":167,""tradingsymbol"":""BANKINDIA26FEB167CE"",""instrument_token"":19607298,""bid"":10.02,""ask"":10.29,""mid"":10.155,""ltp"":10.155,""oi"":244400.0,""volume"":306800.0,""spread_pct"":0.0265878877400295,""price_used"":10.29,""tag"":""long"",""iv"":0.5,""delta"":0.9999999931402102,""gamma"":2.079090466284488e-08,""vega_1pct"":1.5456792080459452e-09,""theta_day"":-0.027451502732889696,""greeks_conf"":""low""}]",5200,UP,10.155,53507.99999999999,10.29,0,,10.155,BEARISH,True,0.6875,10.29,adx=25.8 | ivp=1.00 | dte=0 | spr=0.027 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.7896578698229438,0.8195,MID,LONG,0.7896578698229438,5.145,NSE:BANKINDIA,0.0265878877400295,BUY_CE,167,18.522,-0.027451502732889696,90,BANKINDIA26FEB167CE,None,BANKINDIA,1.5456792080459452e-09
BUY_CE,hard,128.0,127.7,NONE,0.0,,0.47777351199954654,0,,128.0,ask,2026-02-24,high,0,True,UP,False,0.25903796601486206,1.0,2,NFO:BANKNIFTY26FEB61400CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":61400,""tradingsymbol"":""BANKNIFTY26FEB61400CE"",""instrument_token"":15433986,""bid"":127.7,""ask"":128.0,""mid"":127.85,""ltp"":127.85,""oi"":1100070.0,""volume"":18231330.0,""spread_pct"":0.0023464998044583274,""quote_ts"":""2026-02-24T11:22:17"",""price_used"":128.0,""tag"":""long"",""iv"":0.25903796601486206,""delta"":0.47777351199954654,""gamma"":0.0011540281009612234,""vega_1pct"":5.307510718735404,""theta_day"":-404.4188781011958,""greeks_conf"":""high""}]",30,UP,127.85,3840.0,128.0,0,,127.85,BEARISH,True,0.6875,128.0,adx=10.2 | ivp=1.00 | dte=0 | spr=0.002 | watch-mode single-leg,False,2026-02-24T11:22:17,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.5793859016045736,0.8195,MID,LONG,0.5793859016045736,64.0,NSE:NIFTY BANK,0.0023464998044583274,BUY_CE,61400,230.4,-404.4188781011958,90,BANKNIFTY26FEB61400CE,None,BANKNIFTY,5.307510718735404
BUY_PE,hard,48.85,47.35,NONE,0.0,,-0.9998205517621334,0,,48.85,ask,2026-02-24,low,0,True,DOWN,True,0.5,1.0,2,NFO:BDL26FEB1300PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1300,""tradingsymbol"":""BDL26FEB1300PE"",""instrument_token"":19752450,""bid"":47.35,""ask"":48.85,""mid"":48.1,""ltp"":48.1,""oi"":240450.0,""volume"":65100.0,""spread_pct"":0.031185031185031183,""price_used"":48.85,""tag"":""long"",""iv"":0.5,""delta"":-0.9998205517621334,""gamma"":5.045326127860242e-05,""vega_1pct"":0.00018589486502484297,""theta_day"":0.18663651842315246,""greeks_conf"":""low""}]",350,DOWN,48.1,17097.5,48.85,0,,48.1,BEARISH,True,0.6875,48.85,adx=39.2 | ivp=1.00 | dte=0 | spr=0.031 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.2770363672904823,1.136625,MID,SHORT,1.2770363672904823,24.425,NSE:BDL,0.031185031185031183,BUY_PE,1300,87.93,0.18663651842315246,90,BDL26FEB1300PE,None,BDL,0.00018589486502484297
BUY_PE,hard,12.1,11.95,NONE,0.0,,-0.8581552805607049,0,,12.1,ask,2026-02-24,high,0,True,DOWN,True,1.0919960208587645,1.0,2,NFO:BEL26FEB445PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":445,""tradingsymbol"":""BEL26FEB445PE"",""instrument_token"":19888130,""bid"":11.95,""ask"":12.1,""mid"":12.024999999999999,""ltp"":12.024999999999999,""oi"":356250.0,""volume"":115425.0,""spread_pct"":0.012474012474012504,""price_used"":12.1,""tag"":""long"",""iv"":1.0919960208587645,""delta"":-0.8581552805607049,""gamma"":0.021843884715973195,""vega_1pct"":0.02114080421312475,""theta_day"":-6.64847216257372,""greeks_conf"":""high""}]",1425,DOWN,12.024999999999999,17242.5,12.1,0,,12.024999999999999,BEARISH,True,0.6875,12.1,adx=30.1 | ivp=1.00 | dte=0 | spr=0.012 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.3562961980037511,1.136625,MID,SHORT,1.3562961980037511,6.05,NSE:BEL,0.012474012474012504,BUY_PE,445,21.78,-6.64847216257372,90,BEL26FEB445PE,None,BEL,0.02114080421312475
BUY_CE,hard,229.25,226.0,NONE,0.0,,1.0,0,,229.25,ask,2026-02-24,low,0,True,UP,True,0.5,1.0,2,NFO:BHARATFORG26FEB1600CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1600,""tradingsymbol"":""BHARATFORG26FEB1600CE"",""instrument_token"":20338178,""bid"":226.0,""ask"":229.25,""mid"":227.625,""ltp"":227.625,""oi"":61500.0,""volume"":16000.0,""spread_pct"":0.014277869302580999,""price_used"":229.25,""tag"":""long"",""iv"":0.5,""delta"":1.0,""gamma"":6.093374925617485e-36,""vega_1pct"":4.811306448820986e-35,""theta_day"":-0.2630062637017959,""greeks_conf"":""low""}]",500,UP,227.625,114625.0,229.25,0,,227.625,BEARISH,True,0.6875,229.25,adx=35.4 | ivp=1.00 | dte=0 | spr=0.014 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.8839768423204399,0.8195,MID,LONG,0.8839768423204399,114.625,NSE:BHARATFORG,0.014277869302580999,BUY_CE,1600,412.65000000000003,-0.2630062637017959,90,BHARATFORG26FEB1600CE,None,BHARATFORG,4.811306448820986e-35
BUY_PE,hard,58.3,57.4,NONE,0.0,,-0.8497338858268623,0,,58.3,ask,2026-02-24,high,0,True,DOWN,True,1.2016685453109743,1.0,2,NFO:BHARTIARTL26FEB2000PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":2000,""tradingsymbol"":""BHARTIARTL26FEB2000PE"",""instrument_token"":20431618,""bid"":57.4,""ask"":58.3,""mid"":57.849999999999994,""ltp"":57.849999999999994,""oi"":309225.0,""volume"":198550.0,""spread_pct"":0.015557476231633512,""price_used"":58.3,""tag"":""long"",""iv"":1.2016685453109743,""delta"":-0.8497338858268623,""gamma"":0.004599140098700495,""vega_1pct"":0.09859809015676214,""theta_day"":-34.17022437925199,""greeks_conf"":""high""}]",475,DOWN,57.849999999999994,27692.5,58.3,0,,57.849999999999994,BEARISH,True,0.6875,58.3,adx=38.8 | ivp=1.00 | dte=0 | spr=0.016 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.4958998574543625,1.136625,MID,SHORT,1.4958998574543625,29.15,NSE:BHARTIARTL,0.015557476231633512,BUY_PE,2000,104.94,-34.17022437925199,90,BHARTIARTL26FEB2000PE,None,BHARTIARTL,0.09859809015676214
BUY_PE,hard,22.4,21.95,NONE,0.0,,-0.9782060745978345,0,,22.4,ask,2026-02-24,high,0,True,DOWN,False,1.857910784667969,1.0,2,NFO:BHEL26FEB280PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":280,""tradingsymbol"":""BHEL26FEB280PE"",""instrument_token"":20515330,""bid"":21.95,""ask"":22.4,""mid"":22.174999999999997,""ltp"":22.174999999999997,""oi"":637875.0,""volume"":94500.0,""spread_pct"":0.020293122886133004,""price_used"":22.4,""tag"":""long"",""iv"":1.857910784667969,""delta"":-0.9782060745978345,""gamma"":0.005006865202126834,""vega_1pct"":0.00291463471217459,""theta_day"":-1.5295755284596753,""greeks_conf"":""high""}]",2625,DOWN,22.174999999999997,58799.99999999999,22.4,0,,22.174999999999997,BEARISH,True,0.6875,22.4,adx=12.1 | ivp=1.00 | dte=0 | spr=0.020 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,VOLATILE,1.0,PE,0,-0.8341931980062073,1.136625,MID,SHORT,0.8341931980062073,11.2,NSE:BHEL,0.020293122886133004,BUY_PE,280,40.32,-1.5295755284596753,90,BHEL26FEB280PE,None,BHEL,0.00291463471217459
BUY_CE,hard,17.45,16.95,NONE,0.0,,0.9999931866698537,0,,17.45,ask,2026-02-24,low,0,True,UP,False,0.5,0.5,2,NFO:BIOCON26FEB370CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":370,""tradingsymbol"":""BIOCON26FEB370CE"",""instrument_token"":20613122,""bid"":16.95,""ask"":17.45,""mid"":17.2,""ltp"":17.2,""oi"":1155000.0,""volume"":25000.0,""spread_pct"":0.029069767441860465,""price_used"":17.45,""tag"":""long"",""iv"":0.5,""delta"":0.9999931866698537,""gamma"":7.381946480349929e-06,""vega_1pct"":2.6153333611519306e-06,""theta_day"":-0.061200054107162775,""greeks_conf"":""low""}]",2500,UP,17.2,43625.0,17.45,0,,17.2,BEARISH,True,0.6875,17.45,adx=8.7 | ivp=0.50 | dte=0 | spr=0.029 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,TREND,0.8256774453133844,CE,0,0.5186061634562108,0.8195,MID,LONG,0.5186061634562108,8.725,NSE:BIOCON,0.029069767441860465,BUY_CE,370,31.41,-0.061200054107162775,90,BIOCON26FEB370CE,None,BIOCON,2.6153333611519306e-06
